Over,Batter Runs,Cumulative Runs,Extra_Runs,Total_Runs,Bowler_ID,Striker_ID,Venue_ID,Team_ID
4.7,0,31,0,0,3,132,8,4
5.1,6,37,0,6,197,261,8,4
5.2,4,41,0,4,197,261,8,4
5.3,0,41,0,0,197,261,8,4
5.4,1,42,0,1,197,261,8,4
5.5,4,46,0,4,197,132,8,4
5.6,1,47,0,1,197,132,8,4
6.1,2,49,0,2,188,132,8,4
6.2,1,50,0,1,188,132,8,4
6.3,1,51,0,1,188,261,8,4
6.4,0,51,0,0,188,132,8,4
6.5,1,52,0,1,188,132,8,4
6.6,4,56,0,4,188,261,8,4
7.1,0,56,0,0,250,132,8,4
7.2,1,57,0,1,250,132,8,4
7.3,0,57,0,0,250,261,8,4
7.4,1,58,0,1,250,261,8,4
7.5,4,62,0,4,250,132,8,4
7.6,0,62,0,0,250,132,8,4
8.1,1,63,0,1,188,261,8,4
8.2,1,64,0,1,188,181,8,4
8.3,2,66,0,2,188,261,8,4
8.4,1,67,0,1,188,261,8,4
8.5,1,68,0,1,188,181,8,4
8.6,0,68,0,0,188,261,8,4
9.1,0,68,0,0,43,181,8,4
9.2,0,68,0,0,43,181,8,4
9.3,1,69,0,1,43,181,8,4
9.4,0,69,0,0,43,146,8,4
9.5,1,70,0,1,43,263,8,4
9.6,2,72,0,2,43,181,8,4
10.1,0,72,0,0,188,263,8,4
10.2,0,72,0,0,188,263,8,4
10.3,1,73,0,1,188,263,8,4
10.4,0,73,0,0,188,181,8,4
10.5,1,74,0,1,188,181,8,4
10.6,1,75,0,1,188,263,8,4
11.1,0,75,0,0,43,263,8,4
11.2,0,75,0,0,43,263,8,4
11.3,0,76,1,1,43,263,8,4
11.4,0,76,0,0,43,181,8,4
11.5,1,77,0,1,43,181,8,4
11.6,0,77,0,0,43,263,8,4
12.1,0,77,0,0,188,181,8,4
12.2,1,78,0,1,188,124,8,4
12.3,0,78,0,0,188,263,8,4
12.4,0,78,0,0,188,25,8,4
12.5,0,78,0,0,188,25,8,4
12.6,1,79,0,1,188,25,8,4
13.1,0,79,0,0,3,25,8,4
13.2,0,79,0,0,3,25,8,4
13.3,0,79,0,0,3,25,8,4
13.4,0,79,0,0,3,25,8,4
13.5,0,79,0,0,3,25,8,4
13.6,1,80,0,1,3,25,8,4
14.1,0,80,0,0,43,25,8,4
14.2,6,86,0,6,43,25,8,4
14.3,4,90,0,4,43,25,8,4
14.4,0,90,0,0,43,25,8,4
14.5,1,91,0,1,43,103,8,4
14.6,0,91,0,0,43,124,8,4
15.1,0,91,0,0,3,103,8,4
15.2,0,91,0,0,3,103,8,4
15.3,4,95,0,4,3,103,8,4
15.4,4,99,0,4,3,103,8,4
15.5,0,99,0,0,3,103,8,4
15.6,6,105,0,6,3,103,8,4
16.1,1,106,0,1,197,124,8,4
16.2,1,107,0,1,197,103,8,4
16.3,4,111,0,4,197,124,8,4
16.4,0,111,0,0,197,124,8,4
16.5,1,112,0,1,197,124,8,4
16.6,0,112,0,0,197,103,8,4
17.1,4,116,0,4,76,124,8,4
17.2,1,117,0,1,76,124,8,4
17.3,0,117,0,0,76,103,8,4
17.4,1,118,0,1,76,90,8,4
17.5,1,119,0,1,76,124,8,4
17.6,0,120,1,1,76,90,8,4
17.7,1,121,0,1,76,90,8,4
18.1,0,122,1,1,3,90,8,4
18.2,0,122,0,0,3,90,8,4
18.3,1,123,0,1,3,90,8,4
18.4,1,124,0,1,3,124,8,4
18.5,1,125,0,1,3,90,8,4
18.6,1,126,0,1,3,124,8,4
18.7,6,132,0,6,3,90,8,4
19.1,1,133,0,1,76,124,8,4
19.2,0,133,0,0,76,90,8,4
19.3,0,137,4,4,76,90,8,4
19.4,0,137,0,0,76,90,8,4
19.5,1,138,0,1,76,90,8,4
19.6,1,139,0,1,76,124,8,4
0.1,0,0,0,0,45,201,3,9
0.2,0,0,0,0,45,201,3,9
0.3,0,0,0,0,45,201,3,9
0.4,1,1,0,1,45,201,3,9
0.5,0,1,0,0,45,170,3,9
0.6,0,1,0,0,45,170,3,9
1.1,0,1,0,0,55,201,3,9
1.2,0,1,0,0,55,201,3,9
1.3,0,1,0,0,55,201,3,9
1.4,0,1,0,0,55,149,3,9
1.5,0,1,0,0,55,149,3,9
1.6,0,2,1,1,55,149,3,9
1.7,1,3,0,1,55,149,3,9
2.1,0,3,0,0,50,149,3,9
2.2,2,5,0,2,50,149,3,9
2.3,0,5,0,0,50,149,3,9
2.4,1,6,0,1,50,149,3,9
2.5,0,6,0,0,50,170,3,9
2.6,1,7,0,1,50,170,3,9
3.1,0,8,1,1,55,170,3,9
3.2,1,9,0,1,55,170,3,9
3.3,0,9,0,0,55,149,3,9
3.4,1,10,0,1,55,149,3,9
3.5,0,10,0,0,55,170,3,9
3.6,0,10,0,0,55,170,3,9
3.7,4,14,0,4,55,70,3,9
4.1,1,15,0,1,50,149,3,9
4.2,2,17,0,2,50,70,3,9
4.3,0,17,0,0,50,70,3,9
4.4,1,18,0,1,50,70,3,9
4.5,0,18,0,0,50,149,3,9
4.6,0,18,0,0,50,149,3,9
5.1,1,19,0,1,57,70,3,9
5.2,0,19,0,0,57,149,3,9
5.3,0,19,0,0,57,149,3,9
5.4,0,19,0,0,57,230,3,9
5.5,0,19,0,0,57,230,3,9
5.6,4,23,0,4,57,230,3,9
6.1,4,27,0,4,105,70,3,9
6.2,0,27,0,0,105,70,3,9
6.3,0,27,0,0,105,70,3,9
6.4,0,28,1,1,105,70,3,9
6.5,0,29,1,1,105,230,3,9
6.6,1,30,0,1,105,230,3,9
6.7,4,34,0,4,105,70,3,9
7.1,0,34,0,0,57,230,3,9
7.2,0,34,0,0,57,230,3,9
7.3,4,38,0,4,57,230,3,9
7.4,1,39,0,1,57,230,3,9
7.5,1,40,0,1,57,70,3,9
7.6,1,41,0,1,57,230,3,9
8.1,1,42,0,1,50,230,3,9
8.2,4,46,0,4,50,70,3,9
8.3,1,47,0,1,50,70,3,9
8.4,0,48,1,1,50,230,3,9
8.5,1,49,0,1,50,70,3,9
8.6,0,49,0,0,50,230,3,9
9.1,1,50,0,1,86,70,3,9
9.2,6,56,0,6,86,230,3,9
9.3,1,57,0,1,86,230,3,9
9.4,0,57,0,0,86,70,3,9
9.5,0,57,0,0,86,70,3,9
9.6,4,61,0,4,86,70,3,9
10.1,4,65,0,4,57,230,3,9
10.2,0,65,0,0,57,230,3,9
10.3,1,66,0,1,57,230,3,9
10.4,0,66,0,0,57,70,3,9
10.5,6,72,0,6,57,70,3,9
10.6,0,72,0,0,57,70,3,9
11.1,0,73,1,1,86,230,3,9
11.2,1,74,0,1,86,70,3,9
11.3,6,80,0,6,86,230,3,9
11.4,0,80,0,0,86,230,3,9
11.5,0,80,0,0,86,155,3,9
11.6,4,84,0,4,86,155,3,9
12.1,1,85,0,1,105,70,3,9
12.2,1,86,0,1,105,155,3,9
12.3,1,87,0,1,105,70,3,9
12.4,0,87,0,0,105,155,3,9
12.5,1,88,0,1,105,155,3,9
12.6,0,88,0,0,105,123,3,9
13.1,1,89,0,1,57,155,3,9
13.2,0,89,0,0,57,123,3,9
13.3,2,91,0,2,57,123,3,9
13.4,1,92,0,1,57,123,3,9
13.5,1,93,0,1,57,155,3,9
13.6,0,93,0,0,57,123,3,9
14.1,0,93,0,0,105,155,3,9
14.2,1,94,0,1,105,155,3,9
14.3,6,100,0,6,105,123,3,9
14.4,1,101,0,1,105,123,3,9
14.5,0,101,0,0,105,155,3,9
14.6,1,102,0,1,105,155,3,9
15.1,4,106,0,4,86,155,3,9
15.2,6,112,0,6,86,155,3,9
15.3,4,116,0,4,86,155,3,9
15.4,4,120,0,4,86,155,3,9
15.5,0,120,0,0,86,155,3,9
15.6,1,121,0,1,86,155,3,9
16.1,1,122,0,1,55,155,3,9
16.2,0,122,0,0,55,123,3,9
16.3,4,126,0,4,55,123,3,9
16.4,0,126,0,0,55,123,3,9
16.5,4,130,0,4,55,123,3,9
16.6,0,130,0,0,55,123,3,9
17.1,1,131,0,1,50,155,3,9
17.2,0,131,0,0,50,123,3,9
17.3,0,131,0,0,50,123,3,9
17.4,1,132,0,1,50,95,3,9
17.5,4,136,0,4,50,155,3,9
17.6,0,136,0,0,50,155,3,9
18.1,0,137,1,1,55,95,3,9
18.2,4,141,0,4,55,95,3,9
18.3,1,142,0,1,55,95,3,9
18.4,1,143,0,1,55,52,3,9
18.5,0,143,0,0,55,95,3,9
18.6,4,147,0,4,55,95,3,9
18.7,0,147,0,0,55,95,3,9
19.1,0,147,0,0,105,52,3,9
19.2,0,147,0,0,105,122,3,9
19.3,0,147,0,0,105,95,3,9
0.1,0,0,0,0,122,139,3,3
0.2,6,6,0,6,122,139,3,3
0.3,1,7,0,1,122,139,3,3
0.4,0,7,0,0,122,140,3,3
0.5,1,8,0,1,122,140,3,3
0.6,6,14,0,6,122,139,3,3
1.1,4,18,0,4,13,140,3,3
1.2,4,22,0,4,13,140,3,3
1.3,6,28,0,6,13,140,3,3
1.4,2,30,0,2,13,140,3,3
1.5,0,30,0,0,13,140,3,3
1.6,4,34,0,4,13,140,3,3
2.1,1,35,0,1,52,139,3,3
2.2,0,35,0,0,52,140,3,3
2.3,6,41,0,6,52,140,3,3
2.4,4,45,0,4,52,140,3,3
2.5,1,46,0,1,52,140,3,3
2.6,0,46,0,0,52,139,3,3
3.1,4,50,0,4,122,140,3,3
3.2,1,51,0,1,122,140,3,3
3.3,1,52,0,1,122,139,3,3
3.4,4,56,0,4,122,140,3,3
3.5,4,60,0,4,122,140,3,3
3.6,4,64,0,4,122,140,3,3
4.1,0,64,0,0,52,139,3,3
4.2,0,64,0,0,52,139,3,3
4.3,6,70,0,6,52,139,3,3
4.4,6,76,0,6,52,139,3,3
4.5,1,77,0,1,52,139,3,3
4.6,1,78,0,1,52,140,3,3
5.1,4,82,0,4,13,140,3,3
5.2,0,82,0,0,13,140,3,3
5.3,6,88,0,6,13,140,3,3
5.4,4,92,0,4,13,140,3,3
5.5,0,92,0,0,13,140,3,3
5.6,0,92,0,0,13,195,3,3
6.1,4,96,0,4,66,139,3,3
6.2,1,97,0,1,66,139,3,3
6.3,1,98,0,1,66,195,3,3
6.4,1,99,0,1,66,139,3,3
6.5,0,99,0,0,66,195,3,3
6.6,1,100,0,1,66,83,3,3
7.1,1,101,0,1,13,83,3,3
7.2,1,102,0,1,13,139,3,3
7.3,0,103,1,1,13,83,3,3
7.4,0,103,0,0,13,83,3,3
7.5,4,107,0,4,13,116,3,3
7.6,0,107,0,0,13,116,3,3
7.7,0,107,0,0,13,116,3,3
8.1,0,107,0,0,66,139,3,3
8.2,0,107,0,0,66,139,3,3
8.3,0,107,0,0,66,139,3,3
8.4,0,107,0,0,66,139,3,3
8.5,0,107,0,0,66,139,3,3
8.6,1,108,0,1,66,139,3,3
9.1,1,109,0,1,13,139,3,3
9.2,1,110,0,1,13,57,3,3
9.3,0,110,0,0,13,139,3,3
9.4,1,111,0,1,13,139,3,3
9.5,0,111,0,0,13,57,3,3
9.6,1,112,0,1,13,272,3,3
10.1,0,112,0,0,66,272,3,3
10.2,1,113,0,1,66,272,3,3
10.3,4,117,0,4,66,139,3,3
10.4,0,117,0,0,66,139,3,3
10.5,0,117,0,0,66,45,3,3
10.6,0,117,0,0,66,45,3,3
11.1,4,121,0,4,123,272,3,3
11.2,2,123,0,2,123,272,3,3
11.3,4,127,0,4,123,272,3,3
11.4,4,131,0,4,123,272,3,3
11.5,1,132,0,1,123,272,3,3
11.6,1,133,0,1,123,45,3,3
12.1,0,133,0,0,66,45,3,3
12.2,0,134,1,1,66,45,3,3
12.3,0,134,0,0,66,272,3,3
12.4,1,135,0,1,66,272,3,3
12.5,4,139,0,4,66,45,3,3
12.6,4,143,0,4,66,45,3,3
13.1,2,145,0,2,123,272,3,3
13.2,1,146,0,1,123,272,3,3
13.3,0,146,0,0,123,45,3,3
13.4,6,152,0,6,123,45,3,3
0.1,1,1,0,1,164,271,4,0
0.2,0,2,1,1,164,206,4,0
0.3,4,6,0,4,164,271,4,0
0.4,0,7,1,1,164,271,4,0
0.5,0,7,0,0,164,271,4,0
0.6,0,8,1,1,164,61,4,0
0.7,0,8,0,0,164,61,4,0
0.8,6,14,0,6,164,61,4,0
1.1,0,14,0,0,53,206,4,0
1.2,1,15,0,1,53,206,4,0
1.3,0,15,0,0,53,61,4,0
1.4,1,16,0,1,53,61,4,0
1.5,0,16,0,0,53,206,4,0
1.6,0,16,0,0,53,206,4,0
2.1,6,22,0,6,164,61,4,0
2.2,0,22,0,0,164,61,4,0
2.3,4,26,0,4,164,18,4,0
2.4,2,28,0,2,164,18,4,0
2.5,0,28,0,0,164,18,4,0
2.6,0,28,0,0,164,18,4,0
3.1,1,29,0,1,173,206,4,0
3.2,0,29,0,0,173,233,4,0
3.3,4,33,0,4,173,233,4,0
3.4,0,33,0,0,173,233,4,0
3.5,4,37,0,4,173,233,4,0
3.6,0,37,0,0,173,233,4,0
4.1,6,43,0,6,251,206,4,0
4.2,0,43,0,0,251,206,4,0
4.3,0,43,0,0,251,96,4,0
4.4,4,47,0,4,251,96,4,0
4.5,0,47,0,0,251,96,4,0
4.6,4,51,0,4,251,96,4,0
5.1,1,52,0,1,207,233,4,0
5.2,0,52,0,0,207,96,4,0
5.3,0,52,0,0,207,96,4,0
5.4,1,53,0,1,207,96,4,0
5.5,4,57,0,4,207,233,4,0
5.6,0,57,0,0,207,233,4,0
6.1,0,57,0,0,191,96,4,0
6.2,1,58,0,1,191,212,4,0
6.3,0,58,0,0,191,233,4,0
6.4,0,58,0,0,191,233,4,0
6.5,2,60,0,2,191,233,4,0
6.6,0,60,0,0,191,233,4,0
7.1,1,61,0,1,207,212,4,0
7.2,1,62,0,1,207,233,4,0
7.3,2,64,0,2,207,212,4,0
7.4,1,65,0,1,207,212,4,0
7.5,1,66,0,1,207,233,4,0
7.6,2,68,0,2,207,212,4,0
8.1,1,69,0,1,191,233,4,0
8.2,1,70,0,1,191,212,4,0
8.3,0,70,0,0,191,233,4,0
8.4,1,71,0,1,191,233,4,0
8.5,0,71,0,0,191,212,4,0
8.6,1,72,0,1,191,212,4,0
9.1,4,76,0,4,207,212,4,0
9.2,0,77,1,1,207,212,4,0
9.3,1,78,0,1,207,212,4,0
9.4,2,80,0,2,207,233,4,0
9.5,1,81,0,1,207,233,4,0
9.6,1,82,0,1,207,212,4,0
9.7,1,83,0,1,207,233,4,0
10.1,2,85,0,2,191,233,4,0
10.2,4,89,0,4,191,233,4,0
10.3,0,89,0,0,191,233,4,0
10.4,0,89,0,0,191,233,4,0
10.5,1,90,0,1,191,233,4,0
10.6,1,91,0,1,191,212,4,0
11.1,1,92,0,1,173,212,4,0
11.2,4,96,0,4,173,233,4,0
11.3,2,98,0,2,173,233,4,0
11.4,1,99,0,1,173,233,4,0
11.5,1,100,0,1,173,212,4,0
11.6,6,106,0,6,173,233,4,0
12.1,0,106,0,0,251,212,4,0
12.2,0,106,0,0,251,212,4,0
12.3,1,107,0,1,251,212,4,0
12.4,0,107,0,0,251,233,4,0
12.5,1,108,0,1,251,233,4,0
12.6,1,109,0,1,251,212,4,0
13.1,4,113,0,4,53,212,4,0
13.2,0,113,0,0,53,212,4,0
13.3,6,119,0,6,53,212,4,0
13.4,1,120,0,1,53,212,4,0
13.5,1,121,0,1,53,233,4,0
13.6,0,121,0,0,53,212,4,0
14.1,2,123,0,2,251,233,4,0
14.2,1,124,0,1,251,233,4,0
14.3,0,124,0,0,251,212,4,0
14.4,2,126,0,2,251,212,4,0
14.5,1,127,0,1,251,212,4,0
14.6,1,128,0,1,251,233,4,0
15.1,1,129,0,1,164,233,4,0
15.2,0,130,1,1,164,212,4,0
15.3,1,131,0,1,164,212,4,0
15.4,1,132,0,1,164,233,4,0
15.5,1,133,0,1,164,212,4,0
15.6,0,133,0,0,164,233,4,0
15.7,0,133,0,0,164,233,4,0
16.1,6,139,0,6,251,212,4,0
16.2,0,140,1,1,251,212,4,0
16.3,0,140,0,0,251,212,4,0
16.4,6,146,0,6,251,51,4,0
16.5,1,147,0,1,251,51,4,0
16.6,6,153,0,6,251,233,4,0
16.7,0,153,0,0,251,233,4,0
17.1,2,155,0,2,53,130,4,0
17.2,0,155,0,0,53,130,4,0
17.3,0,155,0,0,53,130,4,0
17.4,0,155,0,0,53,130,4,0
17.5,0,155,0,0,53,126,4,0
17.6,0,155,0,0,53,126,4,0
18.1,0,156,1,1,164,233,4,0
18.2,0,156,0,0,164,233,4,0
18.3,0,156,0,0,164,233,4,0
18.4,0,156,0,0,164,233,4,0
18.5,6,162,0,6,164,233,4,0
18.6,4,166,0,4,164,233,4,0
18.7,1,167,0,1,164,233,4,0
19.1,0,167,0,0,53,233,4,0
19.2,0,167,0,0,53,233,4,0
19.3,2,169,0,2,53,233,4,0
19.4,0,169,0,0,53,233,4,0
19.5,0,169,0,0,53,233,4,0
0.1,1,1,0,1,106,42,4,7
0.2,0,2,1,1,106,21,4,7
0.3,1,3,0,1,106,21,4,7
0.4,1,4,0,1,106,42,4,7
0.5,0,4,0,0,106,21,4,7
0.6,1,5,0,1,106,21,4,7
0.7,1,6,0,1,106,42,4,7
1.1,0,6,0,0,126,42,4,7
1.2,4,10,0,4,126,42,4,7
1.3,6,16,0,6,126,42,4,7
1.4,0,16,0,0,126,42,4,7
1.5,0,16,0,0,126,207,4,7
1.6,0,16,0,0,126,207,4,7
2.1,1,17,0,1,106,21,4,7
2.2,0,17,0,0,106,207,4,7
2.3,0,17,0,0,106,207,4,7
2.4,4,21,0,4,106,207,4,7
2.5,0,21,0,0,106,207,4,7
2.6,4,25,0,4,106,207,4,7
3.1,0,28,3,3,126,21,4,7
3.2,0,28,0,0,126,21,4,7
3.3,6,34,0,6,126,21,4,7
3.4,1,35,0,1,126,21,4,7
3.5,2,37,0,2,126,207,4,7
3.6,0,37,0,0,126,207,4,7
3.7,1,38,0,1,126,207,4,7
4.1,0,38,0,0,5,207,4,7
4.2,1,39,0,1,5,160,4,7
4.3,0,39,0,0,5,21,4,7
4.4,1,40,0,1,5,21,4,7
4.5,0,40,0,0,5,160,4,7
4.6,1,41,0,1,5,160,4,7
5.1,4,45,0,4,206,160,4,7
5.2,1,46,0,1,206,160,4,7
5.3,0,46,0,0,206,21,4,7
5.4,0,46,0,0,206,21,4,7
5.5,0,46,0,0,206,21,4,7
5.6,0,46,0,0,206,71,4,7
6.1,1,47,0,1,5,160,4,7
6.2,1,48,0,1,5,71,4,7
6.3,0,48,0,0,5,160,4,7
6.4,0,48,0,0,5,160,4,7
6.5,0,48,0,0,5,160,4,7
6.6,1,49,0,1,5,160,4,7
7.1,0,49,0,0,206,160,4,7
7.2,2,51,0,2,206,160,4,7
7.3,1,52,0,1,206,160,4,7
7.4,0,52,0,0,206,71,4,7
7.5,1,53,0,1,206,71,4,7
7.6,1,54,0,1,206,160,4,7
8.1,4,58,0,4,5,160,4,7
8.2,1,59,0,1,5,160,4,7
8.3,2,61,0,2,5,71,4,7
8.4,0,61,0,0,5,71,4,7
8.5,0,61,0,0,5,175,4,7
8.6,0,61,0,0,5,175,4,7
9.1,1,62,0,1,51,160,4,7
9.2,4,66,0,4,51,175,4,7
9.3,0,66,0,0,51,175,4,7
9.4,0,66,0,0,51,175,4,7
9.5,0,66,0,0,51,175,4,7
9.6,1,67,0,1,51,175,4,7
10.1,0,67,0,0,206,175,4,7
10.2,1,68,0,1,206,175,4,7
10.3,1,69,0,1,206,160,4,7
10.4,0,69,0,0,206,175,4,7
10.5,0,70,1,1,206,175,4,7
10.6,0,70,0,0,206,175,4,7
10.7,1,71,0,1,206,251,4,7
11.1,0,71,0,0,51,251,4,7
11.2,0,71,0,0,51,251,4,7
11.3,0,72,1,1,51,84,4,7
11.4,0,73,1,1,51,84,4,7
11.5,6,79,0,6,51,160,4,7
11.6,2,81,0,2,51,160,4,7
11.7,1,82,0,1,51,160,4,7
12.1,2,84,0,2,206,160,4,7
12.2,0,84,0,0,206,160,4,7
12.3,1,85,0,1,206,160,4,7
12.4,0,85,0,0,206,84,4,7
12.5,1,86,0,1,206,84,4,7
12.6,4,90,0,4,206,160,4,7
13.1,1,91,0,1,106,84,4,7
13.2,0,91,0,0,106,160,4,7
13.3,4,95,0,4,106,160,4,7
13.4,0,96,1,1,106,160,4,7
13.5,6,102,0,6,106,160,4,7
13.6,4,106,0,4,106,160,4,7
13.7,4,110,0,4,106,160,4,7
14.1,4,114,0,4,5,84,4,7
14.2,0,114,0,0,5,84,4,7
14.3,2,116,0,2,5,84,4,7
14.4,1,117,0,1,5,84,4,7
14.5,2,119,0,2,5,160,4,7
14.6,0,119,0,0,5,160,4,7
15.1,1,120,0,1,51,84,4,7
15.2,0,120,0,0,51,160,4,7
15.3,0,120,0,0,51,160,4,7
15.4,1,121,0,1,51,173,4,7
15.5,2,123,0,2,51,84,4,7
15.6,1,124,0,1,51,84,4,7
16.1,1,125,0,1,126,84,4,7
16.2,1,126,0,1,126,173,4,7
16.3,0,126,0,0,126,84,4,7
16.4,1,127,0,1,126,84,4,7
16.5,0,127,0,0,126,173,4,7
16.6,0,127,0,0,126,173,4,7
17.1,0,127,0,0,51,84,4,7
17.2,0,129,2,2,51,84,4,7
17.3,2,131,0,2,51,84,4,7
17.4,1,132,0,1,51,84,4,7
17.5,6,138,0,6,51,173,4,7
17.6,0,138,0,0,51,173,4,7
18.1,6,144,0,6,126,84,4,7
18.2,0,144,0,0,126,84,4,7
18.3,0,144,0,0,126,191,4,7
18.4,1,145,0,1,126,53,4,7
18.5,0,145,0,0,126,173,4,7
0.1,1,1,0,1,98,248,2,2
0.2,0,1,0,0,98,63,2,2
0.3,0,1,0,0,98,145,2,2
0.4,0,1,0,0,98,145,2,2
0.5,0,1,0,0,98,145,2,2
0.6,0,1,0,0,98,64,2,2
1.1,0,1,0,0,6,248,2,2
1.2,0,1,0,0,6,248,2,2
1.3,4,5,0,4,6,248,2,2
1.4,1,6,0,1,6,248,2,2
1.5,0,6,0,0,6,64,2,2
1.6,0,6,0,0,6,64,2,2
2.1,0,6,0,0,98,248,2,2
2.2,1,7,0,1,98,248,2,2
2.3,4,11,0,4,98,64,2,2
2.4,6,17,0,6,98,64,2,2
2.5,0,17,0,0,98,64,2,2
2.6,4,21,0,4,98,64,2,2
3.1,0,21,0,0,6,248,2,2
3.2,2,23,0,2,6,248,2,2
3.3,1,25,1,2,6,248,2,2
3.4,0,26,1,1,6,64,2,2
3.5,1,27,0,1,6,64,2,2
3.6,0,27,0,0,6,248,2,2
3.7,4,31,0,4,6,248,2,2
3.8,4,35,0,4,6,248,2,2
4.1,1,36,0,1,236,64,2,2
4.2,4,40,0,4,236,248,2,2
4.3,4,44,0,4,236,248,2,2
4.4,0,44,0,0,236,248,2,2
4.5,6,50,0,6,236,248,2,2
4.6,0,50,0,0,236,248,2,2
5.1,0,50,0,0,253,64,2,2
5.2,4,54,0,4,253,64,2,2
5.3,4,58,0,4,253,64,2,2
5.4,0,58,0,0,253,64,2,2
5.5,0,58,0,0,253,64,2,2
5.6,0,59,1,1,253,64,2,2
5.7,1,60,0,1,253,64,2,2
6.1,1,61,0,1,152,64,2,2
6.2,1,62,0,1,152,248,2,2
6.3,1,63,0,1,152,64,2,2
6.4,2,65,0,2,152,248,2,2
6.5,1,66,0,1,152,248,2,2
6.6,0,67,1,1,152,64,2,2
6.7,2,69,0,2,152,64,2,2
7.1,4,73,0,4,119,248,2,2
7.2,2,75,0,2,119,248,2,2
7.3,2,77,0,2,119,248,2,2
7.4,1,78,0,1,119,248,2,2
7.5,0,79,1,1,119,64,2,2
7.6,0,79,0,0,119,64,2,2
7.7,0,80,1,1,119,64,2,2
7.8,1,81,0,1,119,64,2,2
8.1,0,81,0,0,236,64,2,2
8.2,6,87,0,6,236,64,2,2
8.3,1,88,0,1,236,64,2,2
8.4,0,88,0,0,236,248,2,2
8.5,2,90,0,2,236,248,2,2
8.6,0,90,0,0,236,248,2,2
9.1,0,90,0,0,6,64,2,2
9.2,4,94,0,4,6,64,2,2
9.3,4,98,0,4,6,64,2,2
9.4,0,98,0,0,6,64,2,2
9.5,1,99,0,1,6,64,2,2
9.6,1,100,0,1,6,248,2,2
10.1,4,104,0,4,177,248,2,2
10.2,2,106,0,2,177,248,2,2
10.3,1,107,0,1,177,248,2,2
10.4,0,107,0,0,177,64,2,2
10.5,4,111,0,4,177,64,2,2
10.6,0,111,0,0,177,64,2,2
11.1,1,112,0,1,253,248,2,2
11.2,1,113,0,1,253,64,2,2
11.3,1,114,0,1,253,248,2,2
11.4,0,115,1,1,253,64,2,2
11.5,1,116,0,1,253,64,2,2
11.6,1,117,0,1,253,248,2,2
11.7,1,118,0,1,253,64,2,2
12.1,1,119,0,1,98,64,2,2
12.2,6,125,0,6,98,248,2,2
12.3,1,126,0,1,98,248,2,2
12.4,4,130,0,4,98,64,2,2
12.5,1,131,0,1,98,64,2,2
12.6,1,132,0,1,98,248,2,2
13.1,1,133,0,1,253,248,2,2
13.2,0,134,1,1,253,64,2,2
13.3,1,135,0,1,253,64,2,2
13.4,0,135,0,0,253,248,2,2
13.5,1,136,0,1,253,20,2,2
13.6,6,142,0,6,253,64,2,2
13.7,1,143,0,1,253,64,2,2
14.1,0,143,0,0,152,64,2,2
14.2,2,145,0,2,152,64,2,2
14.3,6,151,0,6,152,64,2,2
14.4,0,151,0,0,152,64,2,2
14.5,0,152,1,1,152,64,2,2
14.6,1,153,0,1,152,64,2,2
14.7,4,157,0,4,152,20,2,2
15.1,0,157,0,0,236,64,2,2
15.2,1,158,0,1,236,64,2,2
15.3,0,158,0,0,236,20,2,2
15.4,1,159,0,1,236,20,2,2
15.5,0,159,0,0,236,64,2,2
15.6,1,160,0,1,236,225,2,2
16.1,0,162,2,2,6,225,2,2
16.2,1,163,0,1,6,20,2,2
16.3,0,164,1,1,6,225,2,2
16.4,4,168,0,4,6,225,2,2
16.5,2,170,0,2,6,225,2,2
16.6,0,171,1,1,6,225,2,2
16.7,4,175,0,4,6,225,2,2
16.8,0,175,0,0,6,225,2,2
16.9,0,175,0,0,6,225,2,2
17.1,6,181,0,6,253,20,2,2
17.2,0,181,0,0,253,20,2,2
17.3,0,181,0,0,253,20,2,2
17.4,0,181,0,0,253,20,2,2
17.5,0,181,0,0,253,239,2,2
17.6,1,182,0,1,253,239,2,2
18.1,0,182,0,0,236,239,2,2
18.2,1,183,0,1,236,10,2,2
18.3,0,183,0,0,236,225,2,2
18.4,0,183,0,0,236,225,2,2
18.5,0,183,0,0,236,225,2,2
18.6,6,189,0,6,236,225,2,2
19.1,1,190,0,1,98,10,2,2
19.2,2,192,0,2,98,225,2,2
19.3,4,196,0,4,98,225,2,2
19.4,2,198,0,2,98,225,2,2
19.5,2,200,0,2,98,225,2,2
19.6,0,200,0,0,98,225,2,2
0.1,4,4,0,4,11,22,2,1
0.2,0,4,0,0,11,22,2,1
0.3,0,4,0,0,11,22,2,1
0.4,1,5,0,1,11,22,2,1
0.5,0,5,0,0,11,48,2,1
0.6,1,6,0,1,11,48,2,1
1.1,0,6,0,0,10,48,2,1
1.2,6,12,0,6,10,48,2,1
1.3,1,13,0,1,10,48,2,1
1.4,0,13,0,0,10,22,2,1
1.5,0,13,0,0,10,22,2,1
1.6,1,14,0,1,10,22,2,1
2.1,0,14,0,0,11,22,2,1
2.2,4,18,0,4,11,22,2,1
2.3,0,18,0,0,11,22,2,1
2.4,1,19,0,1,11,22,2,1
2.5,1,20,0,1,11,48,2,1
2.6,1,21,0,1,11,22,2,1
3.1,0,21,0,0,10,22,2,1
3.2,1,22,0,1,10,22,2,1
3.3,0,22,0,0,10,48,2,1
3.4,2,24,0,2,10,48,2,1
3.5,1,25,0,1,10,48,2,1
3.6,0,25,0,0,10,22,2,1
