Index,Over,Runs_on_that_bowl,Bowler_ID,Striker_ID,Venue_ID,Team_ID,Strike_Rate,Runs_on_previous_ball,Avg_Extra_Runs_Last_5,Avg_Extra_Runs_Last_4,Avg_Extra_Runs_Last_3,Avg_Total_Runs_Last_3,Avg_Total_Runs_Last_4,Avg_Total_Runs_Last_5
99,4.6,0,126,119,0,1,0.636363636,0,0,0,0,0.67,0.5,0.4
100,5.1,1,106,240,0,1,1.222222222,0,0,0,0,0.33,0.5,0.4
101,5.2,4,106,240,0,1,1.222222222,1,0.2,0.25,0.33,0.33,0.5,0.6
102,5.3,4,106,240,0,1,1.222222222,4,0.2,0.25,0.33,1.67,1.25,1.2
103,5.4,1,106,240,0,1,1.222222222,4,0.2,0.25,0.33,3,2.25,1.8
104,5.5,0,106,119,0,1,1.428571429,1,0.2,0.25,0,3,2.5,2
105,5.6,6,106,119,0,1,1.428571429,0,0.2,0,0,1.67,2.25,2
106,5.7,1,106,119,0,1,1.428571429,6,0,0,0,2.33,2.75,3
107,6.1,4,228,119,0,1,1.25,1,0,0,0,2.33,2,2.4
108,6.2,1,228,119,0,1,1.25,4,0,0,0,3.67,2.75,2.4
109,6.3,1,228,240,0,1,0.416666667,1,0,0,0,2,3,2.4
110,6.4,0,228,240,0,1,0.416666667,1,0.2,0.25,0.33,2,1.75,2.6
111,6.5,1,228,240,0,1,0.416666667,0,0.2,0.25,0.33,0.67,1.5,1.4
112,6.6,0,228,119,0,1,1.25,1,0.2,0.25,0.33,0.67,0.75,1.4
