Index,Over,Runs_on_that_bowl,Bowler_ID,Striker_ID,Venue_ID,Team_ID,Strike_Rate,Runs_on_previous_ball,Avg_Extra_Runs_Last_5,Avg_Extra_Runs_Last_4,Avg_Extra_Runs_Last_3,Avg_Total_Runs_Last_3,Avg_Total_Runs_Last_4,Avg_Total_Runs_Last_5
920,6.1,1,131,261,2,4,1.466666667,6,0.2,0,0,3,3.25,2.8
921,6.2,1,131,265,2,4,1.75,1,0.2,0.25,0.33,2.67,2.5,2.8
922,6.3,4,131,261,2,4,1.466666667,1,0.2,0.25,0.33,2.67,2.25,2.2
923,6.4,0,131,261,2,4,1.466666667,4,0.2,0.25,0.33,2,3,2.6
924,6.5,0,131,261,2,4,1.466666667,0,0.2,0.25,0,1.67,1.5,2.4
925,6.6,2,131,261,2,4,1.466666667,0,0.2,0,0,1.33,1.25,1.2
926,7.1,4,177,265,2,4,2.4,2,0,0,0,0.67,1.5,1.4
927,7.2,6,177,265,2,4,2.4,4,0,0,0,2,1.5,2
928,7.3,1,177,265,2,4,2.4,6,0,0,0,4,3,2.4
929,7.4,1,177,261,2,4,1,1,0,0,0,3.67,3.25,2.6
930,7.5,0,177,265,2,4,2.4,1,0,0,0,2.67,3,2.8
931,7.6,1,177,265,2,4,2.4,0,0,0,0,0.67,2,2.4
932,8.1,1,131,265,2,4,1.75,1,0,0,0,0.67,0.75,1.8
933,8.2,6,131,261,2,4,1.466666667,1,0,0,0,0.67,0.75,0.8
934,8.3,2,131,261,2,4,1.466666667,6,0,0,0,2.67,2,1.8
935,8.4,1,131,261,2,4,1.466666667,2,0.4,0.5,0.67,3,2.5,2
936,8.5,4,131,265,2,4,1.75,1,0.4,0.5,0.67,3,2.5,2.2
937,8.6,1,131,265,2,4,1.75,4,0.4,0.5,0.67,2.33,3.25,2.8
938,9.1,0,253,265,2,4,2.25,1,0.4,0.5,0,2,2,2.8
939,9.2,1,253,125,2,4,1.285714286,0,0.4,0,0,1.67,1.5,1.6
940,9.3,0,253,261,2,4,0.625,1,0,0,0,0.67,1.5,1.4
941,9.4,0,253,261,2,4,0.625,0,0,0,0,0.33,0.5,1.2
942,9.5,1,253,261,2,4,0.625,0,0,0,0,0.33,0.25,0.4
943,9.6,0,253,125,2,4,1.285714286,1,0,0,0,0.33,0.5,0.4
944,10.1,1,131,261,2,4,1.466666667,0,0,0,0,0.33,0.25,0.4
945,10.2,1,131,125,2,4,2.333333333,1,0,0,0,0.67,0.5,0.4
946,10.3,0,131,261,2,4,1.466666667,1,0,0,0,0.67,0.75,0.6
947,10.4,2,131,261,2,4,1.466666667,0,0,0,0,0.67,0.5,0.6
948,10.5,6,131,261,2,4,1.466666667,2,0,0,0,1,1,0.8
949,10.6,0,131,261,2,4,1.466666667,6,0,0,0,2.67,2.25,2
950,11.1,1,119,125,2,4,2.5,0,0,0,0,2.67,2,1.8
951,11.2,4,119,125,2,4,2.5,1,0.2,0.25,0.33,2.33,2.25,1.8
952,11.3,6,119,125,2,4,2.5,4,0.2,0.25,0.33,1.67,2.75,2.6
953,11.4,1,119,125,2,4,2.5,6,0.2,0.25,0.33,3.67,2.75,3.4
954,11.5,6,119,261,2,4,3.5,1,0.2,0.25,0,3.67,3,2.4
955,11.6,1,119,261,2,4,3.5,6,0.2,0,0,4.33,4.25,3.6
956,11.7,1,119,125,2,4,2.5,1,0,0,0,2.67,3.5,3.6
957,12.1,1,236,125,2,4,1.5,1,0,0,0,2.67,2.25,3
958,12.2,0,236,261,2,4,1.6,1,0,0,0,1,2.25,2
959,12.3,4,236,261,2,4,1.6,0,0,0,0,0.67,0.75,1.8
960,12.4,1,236,261,2,4,1.6,4,0,0,0,1.67,1.5,1.4
961,12.5,4,236,125,2,4,1.5,1,0,0,0,1.67,1.5,1.4
962,12.6,1,236,125,2,4,1.5,4,0,0,0,3,2.25,2
963,13.1,1,253,125,2,4,1.285714286,1,0,0,0,2,2.5,2
964,13.2,6,253,125,2,4,1.285714286,1,0.2,0.25,0.33,2,1.75,2.2
965,13.3,1,253,125,2,4,1.285714286,6,0.2,0.25,0.33,2.67,3,2.6
966,13.4,1,253,261,2,4,0.625,1,0.2,0.25,0.33,2.67,2.25,2.6
967,13.5,1,253,125,2,4,1.285714286,1,0.2,0.25,0,2.67,2.25,2
968,13.6,1,253,261,2,4,0.625,1,0.2,0,0,1,2.25,2
969,13.7,0,253,125,2,4,1.285714286,1,0,0,0,1,1,2
970,14.1,0,131,261,2,4,1.466666667,0,0,0,0,0.67,0.75,0.8
971,14.2,0,131,261,2,4,1.466666667,0,0,0,0,0.33,0.5,0.6
972,14.3,0,131,132,2,4,0.5,0,0,0,0,0,0.25,0.4
973,14.4,1,131,132,2,4,0.5,0,0,0,0,0,0,0.2
974,14.5,6,131,125,2,4,2.333333333,1,0,0,0,0.33,0.25,0.2
975,14.6,1,131,125,2,4,2.333333333,6,0,0,0,2.33,1.75,1.4
976,15.1,2,119,125,2,4,2.5,1,0.2,0.25,0.33,2.67,2,1.6
977,15.2,6,119,125,2,4,2.5,2,0.2,0.25,0.33,3,2.5,2
978,15.3,1,119,125,2,4,2.5,6,0.2,0.25,0.33,3,3.75,3.2
979,15.4,4,119,125,2,4,2.5,1,0.4,0.5,0.33,3,2.5,3.2
980,15.5,1,119,125,2,4,2.5,4,0.4,0.25,0.33,3.67,3.25,2.8
981,15.6,0,119,132,2,4,0.666666667,1,0.2,0.25,0.33,2,3,2.8
982,15.7,1,119,132,2,4,0.666666667,0,0.2,0.25,0,1.67,1.5,2.4
983,16.1,1,98,125,2,4,1,1,0.2,0,0,0.67,1.5,1.4
984,16.2,1,98,146,2,4,1,1,0,0,0,0.67,0.75,1.4
985,16.3,1,98,125,2,4,1,1,0,0,0,1,0.75,0.8
986,16.4,2,98,146,2,4,1,1,0,0,0,1,1,0.8
987,16.5,0,98,146,2,4,1,2,0,0,0,1.33,1.25,1.2
988,16.6,1,98,146,2,4,1,0,0,0,0,1,1,1
989,17.1,1,236,146,2,4,1.333333333,1,0,0,0,1,1,1
990,17.2,0,236,125,2,4,1.5,1,0,0,0,0.67,1,1
991,17.3,1,236,263,2,4,1.833333333,0,0,0,0,0.67,0.5,0.8
992,17.4,1,236,146,2,4,1.333333333,1,0,0,0,0.67,0.75,0.6
993,17.5,1,236,263,2,4,1.833333333,1,0,0,0,0.67,0.75,0.8
994,17.6,2,236,146,2,4,1.333333333,1,0,0,0,1,0.75,0.8
995,18.1,1,253,263,2,4,1,2,0,0,0,1.33,1.25,1
996,18.2,0,253,263,2,4,1,1,0.2,0.25,0.33,1.33,1.25,1.2
997,18.3,1,253,102,2,4,1,0,0.2,0.25,0.33,1,1,1
998,18.4,4,253,146,2,4,1.625,1,0.2,0.25,0.33,0.67,1,1
999,18.5,2,253,146,2,4,1.625,4,0.2,0.25,0,1.67,1.5,1.6
1000,18.6,0,253,146,2,4,1.625,2,0.2,0,0,2.33,1.75,1.6
1001,18.7,1,253,146,2,4,1.625,0,0,0,0,2,1.75,1.4
1002,19.1,1,119,146,2,4,2.777777778,1,0,0,0,1,1.75,1.6
1003,19.2,0,119,102,2,4,0.5,1,0,0,0,0.67,1,1.6
1004,19.3,1,119,102,2,4,0.5,0,0,0,0,0.67,0.5,0.8
1005,19.4,4,119,146,2,4,2.777777778,1,0,0,0,0.67,0.75,0.6
1006,19.5,1,119,146,2,4,2.777777778,4,0,0,0,1.67,1.5,1.4
1007,19.6,6,119,146,2,4,2.777777778,1,0.2,0.25,0.33,2,1.5,1.4
1008,19.7,6,119,146,2,4,2.777777778,6,0.2,0.25,0.33,3.67,3,2.4
1009,0.1,0,16,22,2,1,0.25,6,0.2,0.25,0.33,4.33,4.25,3.6
1010,0.2,4,16,138,2,1,0.9,0,0.2,0.25,0,4,3.25,3.4
1011,0.3,0,16,138,2,1,0.9,4,0.2,0,0,3.33,4,3.4
1012,0.4,4,16,138,2,1,0.9,0,0,0,0,1.33,2.5,3.2
1013,0.5,0,16,138,2,1,0.9,4,0,0,0,2.67,2,2.8
1014,0.6,1,16,138,2,1,0.9,0,0,0,0,1.33,2,1.6
1015,1.1,1,221,138,2,1,1.777777778,1,0.2,0.25,0.33,1.67,1.25,1.8
1016,1.2,1,221,48,2,1,2,1,0.2,0.25,0.33,0.67,1.5,1.2
1017,1.3,0,221,138,2,1,1.777777778,1,0.2,0.25,0.33,1,0.75,1.4
1018,1.4,6,221,138,2,1,1.777777778,0,0.2,0.25,0,0.67,0.75,0.6
1019,1.5,4,221,138,2,1,1.777777778,6,0.2,0,0,2.33,2,1.8
1020,1.6,4,221,138,2,1,1.777777778,4,0,0,0,3.33,2.75,2.4
1021,2.1,4,16,48,2,1,1.818181818,4,0,0,0,4.67,3.5,3
1022,2.2,0,16,48,2,1,1.818181818,4,0,0,0,4,4.5,3.6
1023,2.3,0,16,48,2,1,1.818181818,0,0,0,0,2.67,3,3.6
1024,2.4,4,16,48,2,1,1.818181818,0,0,0,0,1.33,2,2.4
1025,2.5,0,16,48,2,1,1.818181818,4,0,0,0,1.33,2,2.4
1026,2.6,6,16,48,2,1,1.818181818,0,0,0,0,1.33,1,1.6
1027,3.1,0,221,138,2,1,1.777777778,6,0,0,0,3.33,2.5,2
1028,3.2,4,221,138,2,1,1.777777778,0,0,0,0,2,2.5,2
1029,3.3,0,221,138,2,1,1.777777778,4,0.8,1,1.33,3.33,2.5,2.8
1030,3.4,1,221,138,2,1,1.777777778,0,0.8,1,1.33,1.33,2.5,2
1031,3.5,0,221,48,2,1,2,1,0.8,1,1.33,1.67,1.25,2.2
1032,3.6,6,221,48,2,1,2,0,0.8,1,0,0.33,1.25,1
1033,4.1,1,25,138,2,1,0.909090909,6,0.8,0,0,2.33,1.75,2.2
1034,4.2,6,25,48,2,1,3.333333333,1,0,0,0,2.33,2,1.6
1035,4.3,4,25,48,2,1,3.333333333,6,0,0,0,4.33,3.25,2.8
1036,4.4,1,25,48,2,1,3.333333333,4,0,0,0,3.67,4.25,3.4
1037,4.5,7,25,138,2,1,0.909090909,1,0,0,0,3.67,3,3.6
1038,4.6,1,25,138,2,1,0.909090909,7,0.2,0.25,0.33,4,4.5,3.8
1039,4.7,2,25,138,2,1,0.909090909,1,0.4,0.5,0.67,3,3.25,3.8
1040,4.8,0,25,138,2,1,0.909090909,2,0.4,0.5,0.67,3.33,2.75,3
1041,5.1,1,221,48,2,1,2,0,0.4,0.5,0.33,1,2.5,2.2
1042,5.2,1,221,48,2,1,2,1,0.6,0.5,0.33,1,1,2.2
1043,5.3,1,221,119,2,1,1,1,0.4,0.25,0.33,0.67,1,1
1044,5.4,1,221,48,2,1,2,1,0.2,0.25,0.33,1,0.75,1
1045,5.5,1,221,119,2,1,1,1,0.2,0.25,0,1,1,0.8
1046,5.6,6,221,48,2,1,2,1,0.2,0,0,1,1,1
1047,5.7,1,221,48,2,1,2,6,0,0,0,2.67,2.25,2
1048,6.1,1,103,48,2,1,0.75,1,0,0,0,2.67,2.25,2
1049,6.2,0,103,119,2,1,1.769230769,1,0,0,0,2.67,2.25,2
1050,6.3,0,103,119,2,1,1.769230769,0,0,0,0,0.67,2,1.8
1051,6.4,1,103,119,2,1,1.769230769,0,0,0,0,0.33,0.5,1.6
1052,6.5,1,103,48,2,1,0.75,1,0,0,0,0.33,0.5,0.6
1053,6.6,1,103,119,2,1,1.769230769,1,0,0,0,0.67,0.5,0.6
1054,7.1,1,25,119,2,1,0.75,1,0,0,0,1,0.75,0.6
1055,7.2,1,25,48,2,1,3.333333333,1,0,0,0,1,1,0.8
1056,7.3,0,25,119,2,1,0.75,1,0,0,0,1,1,1
1057,7.4,1,25,119,2,1,0.75,0,0,0,0,0.67,0.75,0.8
1058,7.5,4,25,48,2,1,3.333333333,1,0,0,0,0.67,0.75,0.8
1059,7.6,4,25,48,2,1,3.333333333,4,0,0,0,1.67,1.5,1.4
1060,8.1,2,103,119,2,1,1.769230769,4,0,0,0,3,2.25,2
1061,8.2,1,103,119,2,1,1.769230769,2,0,0,0,3.33,2.75,2.2
1062,8.3,1,103,48,2,1,0.75,1,0,0,0,2.33,2.75,2.4
1063,8.4,6,103,119,2,1,1.769230769,1,0,0,0,1.33,2,2.4
1064,8.5,1,103,119,2,1,1.769230769,6,0,0,0,2.67,2.5,2.8
1065,8.6,0,103,48,2,1,0.75,1,0,0,0,2.67,2.25,2.2
1066,9.1,0,124,119,2,1,2.25,0,0,0,0,2.33,2,1.8
1067,9.2,1,124,119,2,1,2.25,0,0,0,0,0.33,1.75,1.6
1068,9.3,5,124,48,2,1,2.6,1,0,0,0,0.33,0.5,1.6
1069,9.4,0,124,48,2,1,2.6,5,1,1.25,1.67,2,1.5,1.4
1070,9.5,6,124,48,2,1,2.6,0,1,1.25,1.67,2,1.5,1.2
1071,9.6,6,124,48,2,1,2.6,6,1,1.25,1.67,3.67,3,2.4
1072,9.7,1,124,48,2,1,2.6,6,1,1.25,0,4,4.25,3.6
1073,10.1,0,132,48,2,1,0,1,1,0,0,4.33,3.25,3.6
1074,10.2,1,132,143,2,1,1,0,0,0,0,2.33,3.25,2.6
1075,10.3,1,132,119,2,1,1,1,0,0,0,0.67,2,2.8
1076,10.4,1,132,143,2,1,1,1,0,0,0,0.67,0.75,1.8
1077,10.5,1,132,119,2,1,1,1,0,0,0,1,0.75,0.8
1078,10.6,1,132,143,2,1,1,1,0,0,0,1,1,0.8
1079,11.1,1,103,143,2,1,2.666666667,1,0,0,0,1,1,1
1080,11.2,6,103,119,2,1,1.769230769,1,0,0,0,1,1,1
1081,11.3,0,103,119,2,1,1.769230769,6,0,0,0,2.67,2.25,2
1082,11.4,4,103,119,2,1,1.769230769,0,0,0,0,2.33,2,1.8
1083,11.5,1,103,119,2,1,1.769230769,4,0,0,0,3.33,2.75,2.4
1084,11.6,1,103,119,2,1,1.769230769,1,0.2,0.25,0.33,1.67,2.75,2.4
1085,11.7,6,103,143,2,1,2.666666667,1,0.2,0.25,0.33,2,1.5,2.4
1086,12.1,1,124,119,2,1,2.25,6,0.2,0.25,0.33,2.67,3,2.4
1087,12.2,0,124,143,2,1,1.571428571,1,0.4,0.5,0.33,2.67,2.25,2.6
1088,12.3,0,124,143,2,1,1.571428571,0,0.4,0.25,0.33,2.33,2,1.8
1089,12.4,6,124,143,2,1,1.571428571,0,0.2,0.25,0.33,0.33,1.75,1.6
1090,12.5,1,124,143,2,1,1.571428571,6,0.2,0.25,0,2,1.75,2.6
1091,12.6,6,124,119,2,1,2.25,1,0.2,0,0,2.33,1.75,1.6
1092,13.1,2,25,143,2,1,1.52173913,6,0,0,0,4.33,3.25,2.6
1093,13.2,4,25,143,2,1,1.52173913,2,0,0,0,3,3.75,3
1094,13.3,1,25,143,2,1,1.52173913,4,0,0,0,4,3.25,3.8
1095,13.4,1,25,119,2,1,0.75,1,0,0,0,2.33,3.25,2.8
1096,13.5,1,25,143,2,1,1.52173913,1,0,0,0,2,2,2.8
1097,13.6,0,25,119,2,1,0.75,1,0,0,0,1,1.75,1.8
1098,14.1,1,16,143,2,1,1.375,0,0,0,0,0.67,0.75,1.4
1099,14.2,0,16,177,2,1,1.4,1,0,0,0,0.67,0.75,0.8
1100,14.3,1,16,177,2,1,1.4,0,0,0,0,0.33,0.5,0.6
1101,14.4,2,16,143,2,1,1.375,1,0,0,0,0.67,0.5,0.6
1102,14.5,1,16,143,2,1,1.375,2,0,0,0,1,1,0.8
1103,14.6,1,16,177,2,1,1.4,1,0,0,0,1.33,1,1
1104,15.1,1,25,177,2,1,0.5,1,0,0,0,1.33,1.25,1
1105,15.2,0,25,143,2,1,1.52173913,1,0,0,0,1,1.25,1.2
1106,15.3,0,25,143,2,1,1.52173913,0,0,0,0,0.67,0.75,1
1107,15.4,1,25,143,2,1,1.52173913,0,0,0,0,0.33,0.5,0.6
1108,15.5,4,25,143,2,1,1.52173913,1,0.2,0.25,0.33,0.33,0.5,0.6
1109,15.6,1,25,143,2,1,1.52173913,4,0.2,0.25,0.33,1.67,1.25,1.2
1110,15.7,0,25,177,2,1,0.5,1,0.2,0.25,0.33,2,1.5,1.2
1111,16.1,2,16,143,2,1,1.375,0,0.2,0.25,0,1.67,1.5,1.2
1112,16.2,4,16,143,2,1,1.375,2,0.2,0,0,1,1.75,1.6
1113,16.3,0,16,143,2,1,1.375,4,0,0,0,2,1.75,2.2
1114,16.4,1,16,143,2,1,1.375,0,0,0,0,2,1.5,1.4
1115,16.5,1,16,143,2,1,1.375,1,0.2,0.25,0.33,1.67,1.75,1.4
1116,16.6,0,16,177,2,1,1.4,1,0.2,0.25,0.33,0.67,1.5,1.6
1117,16.7,1,16,232,2,1,1.25,0,0.2,0.25,0.33,0.67,0.5,1.2
1118,17.1,0,103,232,2,1,1.6,1,0.2,0.25,0,0.67,0.75,0.6
1119,17.2,1,103,232,2,1,1.6,0,0.2,0,0,0.33,0.5,0.6
1120,17.3,1,103,143,2,1,2.666666667,1,0,0,0,0.67,0.5,0.6
1121,17.4,0,103,232,2,1,1.6,1,0,0,0,0.67,0.75,0.6
1122,17.5,6,103,232,2,1,1.6,0,0,0,0,0.67,0.5,0.6
1123,17.6,1,103,232,2,1,1.6,6,0,0,0,2.33,2,1.6
1124,18.1,1,124,232,2,1,1,1,0,0,0,2.33,2,1.8
1125,18.2,0,124,143,2,1,1.571428571,1,0,0,0,2.67,2,1.8
1126,18.3,1,124,242,2,1,0.666666667,0,0,0,0,0.67,2,1.6
1127,18.4,1,124,232,2,1,1,1,0,0,0,0.67,0.75,1.8
1128,18.5,0,124,242,2,1,0.666666667,1,0,0,0,0.67,0.75,0.8
1129,18.6,1,124,242,2,1,0.666666667,0,0,0,0,0.67,0.5,0.6
1130,19.1,4,265,242,2,1,4,1,0,0,0,0.67,0.75,0.6
1131,0.1,0,116,199,3,5,0,4,0,0,0,1.67,1.5,1.4
1132,0.2,5,116,178,3,5,0.666666667,0,0,0,0,1.67,1.25,1.2
1133,0.3,1,116,178,3,5,0.666666667,5,1,1.25,1.67,3,2.5,2
1134,0.4,0,116,134,3,5,1,1,1,1.25,1.67,2,2.5,2.2
1135,0.5,1,116,134,3,5,1,0,1,1.25,1.67,2,1.5,2
1136,0.6,1,116,178,3,5,0.666666667,1,1,1.25,0,0.67,1.75,1.4
1137,0.7,4,116,134,3,5,1,1,1,0,0,0.67,0.75,1.6
1138,1.1,1,55,178,3,5,1,4,0,0,0,2,1.5,1.4
1139,1.2,1,55,134,3,5,1.833333333,1,0,0,0,2,1.75,1.4
1140,1.3,1,55,178,3,5,1,1,0,0,0,2,1.75,1.6
1141,1.4,4,55,134,3,5,1.833333333,1,0,0,0,1,1.75,1.6
1142,1.5,0,55,134,3,5,1.833333333,4,0,0,0,2,1.75,2.2
1143,1.6,0,55,134,3,5,1.833333333,0,0,0,0,1.67,1.5,1.4
1144,2.1,0,50,178,3,5,0,0,0,0,0,1.33,1.25,1.2
1145,2.2,0,50,178,3,5,0,0,0,0,0,0,1,1
1146,2.3,0,50,100,3,5,2.230769231,0,0,0,0,0,0,0.8
1147,2.4,0,50,100,3,5,2.230769231,0,0,0,0,0,0,0
1148,2.5,6,50,100,3,5,2.230769231,0,0,0,0,0,0,0
1149,2.6,1,50,100,3,5,2.230769231,6,0,0,0,2,1.5,1.2
1150,3.1,1,55,100,3,5,1,1,0,0,0,2.33,1.75,1.4
1151,3.2,4,55,134,3,5,1.833333333,1,0,0,0,2.67,2,1.6
1152,3.3,0,55,134,3,5,1.833333333,4,0,0,0,2,3,2.4
1153,3.4,1,55,134,3,5,1.833333333,0,0,0,0,1.67,1.5,2.4
1154,3.5,4,55,100,3,5,1,1,0,0,0,1.67,1.5,1.4
1155,3.6,3,55,100,3,5,1,4,0.8,1,1.33,1.67,2.25,2
1156,4.1,0,116,100,3,5,0.75,3,0.8,1,1.33,2.67,2,2.4
1157,4.2,1,116,100,3,5,0.75,0,0.8,1,1.33,2.33,2,1.6
1158,4.3,0,116,134,3,5,1,1,0.8,1,0,1.33,2,1.8
1159,4.4,1,116,134,3,5,1,0,0.8,0,0,0.33,1,1.6
1160,4.5,1,116,100,3,5,0.75,1,0,0,0,0.67,0.5,1
1161,4.6,1,116,134,3,5,1,1,0,0,0,0.67,0.75,0.6
1162,5.1,4,50,134,3,5,2,1,0,0,0,1,0.75,0.8
1163,5.2,1,50,134,3,5,2,4,0,0,0,2,1.75,1.4
1164,5.3,4,50,100,3,5,2.230769231,1,0,0,0,2,1.75,1.6
1165,5.4,4,50,100,3,5,2.230769231,4,0,0,0,3,2.5,2.2
1166,5.5,1,50,100,3,5,2.230769231,4,0,0,0,3,3.25,2.8
1167,5.6,1,50,134,3,5,2,1,0,0,0,3,2.5,2.8
1168,6.1,1,45,134,3,5,0.875,1,0,0,0,2,2.5,2.2
1169,6.2,1,45,100,3,5,1,1,0,0,0,1,1.75,2.2
1170,6.3,1,45,134,3,5,0.875,1,0,0,0,1,1,1.6
1171,6.4,1,45,100,3,5,1,1,0,0,0,1,1,1
1172,6.5,1,45,134,3,5,0.875,1,0,0,0,1,1,1
1173,6.6,1,45,100,3,5,1,1,0,0,0,1,1,1
1174,7.1,1,86,100,3,5,1.25,1,0,0,0,1,1,1
1175,7.2,6,86,134,3,5,2.8,1,0,0,0,1,1,1
1176,7.3,1,86,134,3,5,2.8,6,0,0,0,2.67,2.25,2
1177,7.4,1,86,100,3,5,1.25,1,0,0,0,2.67,2.25,2
1178,7.5,1,86,134,3,5,2.8,1,0,0,0,2.67,2.25,2
1179,7.6,4,86,100,3,5,1.25,1,0,0,0,1,2.25,2
1180,8.1,0,45,134,3,5,0.875,4,0,0,0,2,1.75,2.6
1181,8.2,1,45,134,3,5,0.875,0,0,0,0,1.67,1.5,1.4
1182,8.3,2,45,134,3,5,0.875,1,0.2,0.25,0.33,1.67,1.5,1.4
1183,8.4,1,45,134,3,5,0.875,2,0.2,0.25,0.33,1,1.75,1.6
1184,8.5,1,45,100,3,5,1,1,0.2,0.25,0.33,1.33,1,1.6
1185,8.6,1,45,134,3,5,0.875,1,0.2,0.25,0,1.33,1.25,1
1186,8.7,1,45,100,3,5,1,1,0.2,0,0,1,1.25,1.2
1187,9.1,0,269,100,3,5,0,1,0,0,0,1,1,1.2
1188,9.2,0,269,109,3,5,0.285714286,0,0,0,0,0.67,0.75,0.8
1189,9.3,0,269,109,3,5,0.285714286,0,0,0,0,0.33,0.5,0.6
1190,9.4,0,269,109,3,5,0.285714286,0,0,0,0,0,0.25,0.4
1191,9.5,1,269,109,3,5,0.285714286,0,0,0,0,0,0,0.2
1192,9.6,1,269,134,3,5,3.6,1,0,0,0,0.33,0.25,0.2
1193,10.1,1,116,134,3,5,1,1,0,0,0,0.67,0.5,0.4
1194,10.2,0,116,109,3,5,0.923076923,1,0,0,0,1,0.75,0.6
1195,10.3,1,116,109,3,5,0.923076923,0,0,0,0,0.67,0.75,0.6
1196,10.4,1,116,134,3,5,1,1,0,0,0,0.67,0.75,0.8
1197,10.5,0,116,109,3,5,0.923076923,1,0,0,0,0.67,0.75,0.8
1198,10.6,1,116,109,3,5,0.923076923,0,0,0,0,0.67,0.5,0.6
1199,11.1,1,269,109,3,5,0.285714286,1,0,0,0,0.67,0.75,0.6
1200,11.2,5,269,134,3,5,3.6,1,0,0,0,0.67,0.75,0.8
1201,11.3,6,269,134,3,5,3.6,5,0.2,0.25,0.33,2.33,1.75,1.6
1202,11.4,6,269,134,3,5,3.6,6,0.2,0.25,0.33,4,3.25,2.6
1203,11.5,1,269,134,3,5,3.6,6,0.2,0.25,0.33,5.67,4.5,3.8
1204,11.6,0,269,109,3,5,0.285714286,1,0.2,0.25,0,4.33,4.5,3.8
1205,11.7,0,269,109,3,5,0.285714286,0,0.2,0,0,2.33,3.25,3.6
1206,12.1,0,116,134,3,5,1,0,0,0,0,0.33,1.75,2.6
1207,12.2,1,116,134,3,5,1,0,0,0,0,0,0.25,1.4
1208,12.3,1,116,109,3,5,0.923076923,1,0,0,0,0.33,0.25,0.4
1209,12.4,1,116,134,3,5,1,1,0,0,0,0.67,0.5,0.4
1210,12.5,1,116,109,3,5,0.923076923,1,0,0,0,1,0.75,0.6
1211,12.6,1,116,134,3,5,1,1,0,0,0,1,1,0.8
1212,13.1,1,57,109,3,5,0.95,1,0,0,0,1,1,1
1213,13.2,2,57,188,3,5,1.166666667,1,0,0,0,1,1,1
1214,13.3,1,57,188,3,5,1.166666667,2,0,0,0,1.33,1.25,1.2
1215,13.4,0,57,109,3,5,0.95,1,0.2,0.25,0.33,1.33,1.25,1.2
1216,13.5,1,57,250,3,5,0.5,0,0.2,0.25,0.33,1,1,1
1217,13.6,1,57,250,3,5,0.5,1,0.4,0.5,0.67,0.67,1,1
1218,13.7,4,57,188,3,5,1.166666667,1,0.4,0.5,0.33,0.67,0.75,1
1219,14.1,1,55,250,3,5,0.666666667,4,0.4,0.25,0.33,2,1.5,1.4
1220,14.2,1,55,188,3,5,1.533333333,1,0.2,0.25,0,2,1.75,1.4
1221,14.3,1,55,250,3,5,0.666666667,1,0.2,0,0,2,1.75,1.6
1222,14.4,0,55,188,3,5,1.533333333,1,0,0,0,1,1.75,1.6
1223,14.5,1,55,188,3,5,1.533333333,0,0,0,0,0.67,0.75,1.4
1224,14.6,0,55,250,3,5,0.666666667,1,0,0,0,0.67,0.75,0.8
1225,15.1,1,57,188,3,5,1.166666667,0,0,0,0,0.33,0.5,0.6
1226,15.2,0,57,4,3,5,1.75,1,0,0,0,0.67,0.5,0.6
1227,15.3,2,57,4,3,5,1.75,0,0,0,0,0.33,0.5,0.4
1228,15.4,1,57,4,3,5,1.75,2,0,0,0,1,0.75,0.8
1229,15.5,1,57,188,3,5,1.166666667,1,0,0,0,1,1,0.8
1230,15.6,4,57,4,3,5,1.75,1,0,0,0,1.33,1,1
1231,16.1,6,50,188,3,5,1.333333333,4,0,0,0,2,2,1.6
1232,16.2,0,50,188,3,5,1.333333333,6,0,0,0,3.67,3,2.8
1233,16.3,1,50,188,3,5,1.333333333,0,0,0,0,3.33,2.75,2.4
1234,16.4,4,50,4,3,5,2.75,1,0,0,0,2.33,2.75,2.4
1235,16.5,1,50,4,3,5,2.75,4,0,0,0,1.67,2.75,3
1236,16.6,1,50,188,3,5,1.333333333,1,0,0,0,2,1.5,2.4
1237,17.1,6,55,188,3,5,1.533333333,1,0,0,0,2,1.75,1.4
1238,17.2,2,55,188,3,5,1.533333333,6,0,0,0,2.67,3,2.6
1239,17.3,0,55,188,3,5,1.533333333,2,0,0,0,3,2.5,2.8
1240,17.4,4,55,188,3,5,1.533333333,0,0,0,0,2.67,2.25,2
1241,17.5,1,55,188,3,5,1.533333333,4,0,0,0,2,3,2.6
1242,17.6,1,55,4,3,5,0.5,1,0,0,0,1.67,1.75,2.6
1243,17.7,1,55,4,3,5,0.5,1,0.2,0.25,0.33,2,1.5,1.6
1244,18.1,1,269,4,3,5,1.5,1,0.2,0.25,0.33,1,1.75,1.4
1245,18.2,1,269,4,3,5,1.5,1,0.4,0.5,0.67,1,1,1.6
1246,18.3,4,269,188,3,5,3.666666667,1,0.4,0.5,0.33,1,1,1
1247,18.4,1,269,188,3,5,3.666666667,4,0.4,0.25,0.33,2,1.75,1.6
1248,18.5,4,269,4,3,5,1.5,1,0.2,0.25,0,2,1.75,1.6
1249,18.6,1,269,4,3,5,1.5,4,0.2,0,0,3,2.5,2.2
1250,18.7,6,269,188,3,5,3.666666667,1,0,0,0,2,2.5,2.2
1251,19.1,6,50,4,3,5,2.75,6,0,0,0,3.67,3,3.2
1252,19.2,0,50,4,3,5,2.75,6,0,0,0,4.33,4.25,3.6
1253,19.3,0,50,76,3,5,0.5,0,0,0,0,4,3.25,3.4
1254,19.4,1,50,76,3,5,0.5,0,0,0,0,2,3,2.6
